,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Basin_ID
6,0.747460275888443,1.8552898168563843,1.3620902381473792,0.8319043884952091,0.9505487084388733,1.0947799682617188,0.059013452380895615,0.8702792923762224,-6.683157384395599,-3.52502450191506,47.485237055799494,0.13636363636363635,camels_01057000
7,0.7186834812164307,1.6890389919281006,1.2996303289505444,0.7346885975527042,0.7821918725967407,0.9743358492851257,-0.017618170008063316,0.8506979193925258,-20.354117453098297,-13.402964719941195,17.261689723142354,0.19047619047619047,camels_01078000
8,0.6492711007595062,2.8829407691955566,1.6979224862153033,0.6575039620169645,0.7396636605262756,0.8785712718963623,-0.08398830890655518,0.8134964065369478,-25.103774666786194,-16.81237105193791,62.52098942222529,0.6521739130434783,camels_01134500
9,0.6014233231544495,4.053201675415039,2.013256485253441,0.6903663691650971,0.808156430721283,0.8978070020675659,-0.07318482547998428,0.7794878201912907,-23.10241460800171,3.4960909944425937,-48.0805332400786,0.43478260869565216,camels_01137500
10,0.6794304549694061,1.14179265499115,1.0685469830527574,0.7674684549193876,0.8764061331748962,0.9006238579750061,-0.0849330723285675,0.8299416043324422,-11.00304126739502,-8.659920368969724,28.511529639013823,0.3076923076923077,camels_01139000
11,0.7397246956825256,1.2793664932250977,1.1310908421630412,0.7230275358209886,0.7783105373382568,0.8989172577857971,-0.07805787771940231,0.8682813328164973,-25.233545899391174,-9.04344733382279,11.379194841044322,0.2608695652173913,camels_01144000
12,0.6753577589988708,2.9209578037261963,1.7090809822024808,0.7521869093891048,0.8568581342697144,1.1021019220352173,0.06985670328140259,0.8253662928581912,-18.694475293159485,-20.82298286849666,26.64189985165979,0.38095238095238093,camels_01169000
13,0.6831679046154022,2.561087131500244,1.6003396925341333,0.7721957970422848,0.8712563514709473,1.0789943933486938,0.055770594626665115,0.8294722495659447,-15.443436801433563,-19.091778968557794,12.318103200375793,0.5,camels_01170100
14,0.6091493964195251,3.5845787525177,1.8932983791567826,0.7097093822448797,0.863929033279419,1.1475194692611694,0.0996614471077919,0.790258871555246,-15.064239501953125,-27.653125449383126,35.45867731494296,0.5238095238095238,camels_01181000
15,0.6582446992397308,1.6098344326019287,1.2687925096728498,0.8248015520215713,1.0299925804138184,1.052114486694336,0.043251339346170425,0.8354429534454489,5.8258529752492905,-14.540904522169413,6.754021499167395,0.17391304347826086,camels_01333000
16,0.5734632611274719,6.0807785987854,2.465923477885192,0.5800513451640251,0.6655387282371521,1.0973576307296753,0.049671720713377,0.7654493186366167,-33.4282249212265,-37.140406803783065,-6.264743064966181,0.18181818181818182,camels_01350000
17,0.5920383632183075,4.68605899810791,2.164730698749364,0.7659839883649013,0.9942325949668884,1.1193320751190186,0.0883542001247406,0.7987785136011276,-1.5441525727510452,-21.51233164982295,-6.6234189038023805,0.08695652173913043,camels_01365000
18,0.6249097883701324,3.1827921867370605,1.7840381685202422,0.6873191828765293,0.7678523063659668,1.0121768712997437,0.00781632587313652,0.7908864769013016,-21.22640758752823,-28.21595193777891,-17.36952074785309,0.23809523809523808,camels_01413500
19,0.6567367911338806,2.142143487930298,1.4636063295607524,0.6458729820798768,0.7119210958480835,0.8992345929145813,-0.06727010756731033,0.8203814526878139,-25.511741638183594,-30.04392076878136,-21.729873955042187,0.09523809523809523,camels_01423000
20,0.6613644063472748,6.4026103019714355,2.5303379817667513,0.7470545586879314,0.8333691358566284,1.0396618843078613,0.025460656732320786,0.8138750787010502,-17.989686131477356,-8.909698106910167,-1.8893277134177753,0.2,camels_01435000
21,0.6087404489517212,1.9158401489257812,1.3841387751687984,0.7989363961643433,1.0218631029129028,1.0626016855239868,0.05340765416622162,0.8101853364780329,7.835929095745087,-21.496785375585805,52.18656327962232,0.5217391304347826,camels_01439500
22,0.677339643239975,1.5371208190917969,1.2398067668357826,0.7874405411121798,0.8818075060844421,0.9742518067359924,-0.021000942215323448,0.825217024603816,-10.47518253326416,-10.706380739040515,36.76149273144361,0.375,camels_01440000
23,0.592087984085083,2.824565887451172,1.6806444857408636,0.7521083819781822,0.9516827464103699,1.1250677108764648,0.09337460994720459,0.7914963669689393,0.31939835753291845,-24.676687698118897,41.3844990924104,0.47619047619047616,camels_01440400
24,0.6646965742111206,2.45772385597229,1.5677129379999037,0.7311726539092036,0.806330680847168,0.9731050133705139,-0.01654660701751709,0.8155088172315569,-21.46163433790207,-13.284319804039185,15.403283892777498,0.391304347826087,camels_01451800
25,0.5045967996120453,2.240389585494995,1.4967931004300479,0.42462663142452195,0.4831385910511017,0.9028779864311218,-0.052223511040210724,0.7665988181572782,-53.09411287307739,-37.707464766407774,44.62939263694195,0.5238095238095238,camels_01485500
26,0.3654782772064209,0.8711224794387817,0.9333394234890016,0.5379710919238558,0.8298277258872986,0.7014577388763428,-0.30494019389152527,0.6911559821778642,-16.935822367668152,17.60115327067406,-1559.3019704254734,0.3333333333333333,camels_01487000
27,0.4162134528160095,2.566854953765869,1.6021407409356612,0.37092243905954114,0.4800695478916168,0.8448607325553894,-0.08834350854158401,0.6816563015451403,-53.13897728919983,-12.045101052614283,46.44447979642631,0.4444444444444444,camels_01491000
28,0.7271008491516113,1.818264126777649,1.3484302454252681,0.7243833651609355,0.7673795223236084,0.9590482115745544,-0.02811749465763569,0.857960590713791,-23.230519890785217,-30.810233853713182,7.164982352053594,0.47368421052631576,camels_01510000
29,0.5119732320308685,2.9476940631866455,1.7168849883398263,0.5278781627333824,0.6180566549301147,1.0213031768798828,0.01048586331307888,0.7232971177677083,-37.08018958568573,-43.28228850074916,34.755829866540964,0.6470588235294118,camels_01518862
30,0.39875078201293945,6.747671604156494,2.597628072714894,0.38932286393797566,0.5129300951957703,0.8950808644294739,-0.042169153690338135,0.6468973982904568,-41.1750465631485,-24.504167287854333,-14.405044014803984,0.16666666666666666,camels_01532000
31,0.6825847923755646,2.029101610183716,1.4244653769690985,0.794430032485398,0.8870121240615845,1.0016140937805176,0.001078909495845437,0.8282730477294044,-9.3773752450943,-13.246629941111204,41.79683524672036,0.23809523809523808,camels_01539000
32,0.6332460343837738,2.346458911895752,1.5318155606651056,0.6101092003276296,0.6756002902984619,0.8971121311187744,-0.06676516681909561,0.8097534482525424,-31.136175990104675,-27.73668873887593,56.94201965685135,0.38095238095238093,camels_01543000
